predicates,submission_number
K030937,K043130
K040194,K043132
K923402,K043132
K040364,K043133
K041363,K043133
K022665,K043133
K922489,K043133
K012350,K043133
K002519,K043134
K003639,K043134
K990442,K043134
K020205,K043135
K024285,K043136
K821568,K043138
K971244,K043138
K020789,K043139
K011439,K043139
K003077,K043142
K992301,K043142
K962158,K043143
K011925,K043143
K030900,K043145
K023119,K043145
K021932,K043145
K012001,K043145
K925965,K043146
K973959,K043146
K023557,K043146
K031815,K043147
K934475,K043148
K951410,K043148
K973314,K043148
K934272,K043148
K961914,K043148
K993190,K043150
K042025,K043151
K000094,K043151
K033352,K043152
K024096,K043152
K041340,K043153
K022574,K043153
K013416,K043153
K021036,K043153
K002489,K043153
K013946,K043153
K990144,K043153
K011002,K043153
K040237,K043153
K000893,K043155
K983658,K043156
K973638,K043156
K023367,K043156
K041156,K043162
K030354,K043168
K030208,K043172
K030288,K043172
K011087,K043172
K033707,K043172
K032130,K043172
K030342,K043173
K003460,K043173
K030527,K043173
K011677,K043173
K033259,K043173
K101167,K043173
K023967,K043173
K020839,K043173
K024093,K043173
K000270,K043175
K021218,K043175
K011323,K043175
K003077,K043176
K032098,K043176
K992301,K043176
K013013,K043179
K033416,K043179
K013823,K043180
K951725,K043180
K040003,K043181
K040297,K043183
K032978,K043183
K041206,K043183
K002400,K043184
K012768,K043184
K951891,K043184
K033414,K043184
K931721,K043184
K041334,K043188
K993092,K043189
K971196,K043190
K926354,K043190
K032140,K043190
K022447,K043193
K962014,K043195
K974738,K043195
K931767,K043195
K041492,K043195
K032875,K043196
K032873,K043196
K022256,K043199
K011394,K043201
K002041,K043201
K874393,K043203
K990101,K043204
K984146,K043204
K896422,K043204
K990107,K043204
K844746,K043205
K042268,K043206
K011867,K043208
K983698,K043211
K990172,K043215
K033400,K043216
K040376,K043216
K033712,K043216
K012472,K043217
K040371,K043217
K982481,K043217
K041874,K043218
K972673,K043218
K024250,K043221
K981490,K043221
K021787,K043222
K980246,K043222
K033011,K043223
K031337,K043223
K624388,K043223
K003395,K043224
K925699,K043225
K993054,K043225
K980099,K043225
K040593,K043227
K040425,K043228
K031038,K043228
K993503,K043232
K021623,K043232
K032739,K043232
K983814,K043233
K034002,K043233
K970097,K043233
K960867,K043236
K023464,K043236
K013402,K043236
K991258,K043236
K981822,K043239
K030060,K043239
K002260,K043239
K896750,K043241
K002761,K043244
K002277,K043244
K921623,K043247
K033717,K043248
K030900,K043248
K003077,K043248
K984550,K043248
K963172,K043248
K946289,K043249
K924935,K043250
K904111,K043250
K021180,K043251
K033331,K043251
K001093,K043251
K033461,K043251
K984424,K043251
K024206,K043251
K031488,K043251
K024371,K043251
K961267,K043252
K982545,K043252
K984432,K043252
K031162,K043252
K963760,K043253
K990028,K043253
K020428,K043253
K971475,K043253
K011538,K043253
K020839,K043255
K024093,K043255
K020453,K043255
K030897,K043255
K984110,K043255
K991935,K043255
K022203,K043256
K042800,K043256
K992912,K043257
K920908,K043258
K021034,K043258
K895024,K043258
K851140,K043258
K000665,K043258
K041923,K043259
K020049,K043259
K031969,K043259
K041363,K043260
K971680,K043260
K024372,K043260
K032930,K043260
K791495,K043260
K000021,K043260
K023088,K043261
K031817,K043261
K003286,K043261
K041991,K043261
K041476,K043262
K952766,K043263
K030310,K043263
K971573,K043264
K042456,K043269
K982601,K043270
K014220,K043270
K932330,K043270
K021744,K043270
K040336,K043270
K994283,K043271
K961969,K043271
K981916,K043273
K974501,K043274
K030791,K043274
K011364,K043274
K961459,K043275
K011886,K043275
K023454,K043276
K933156,K043276
K022740,K043276
K933285,K043276
K992595,K043278
K002003,K043278
K994373,K043278
K011224,K043278
K961459,K043278
K991671,K043278
K012191,K043278
K030191,K043278
K040840,K043278
K010883,K043278
K101018,K043278
K992505,K043278
K040340,K043278
K990290,K043280
K032056,K043282
K024191,K043282
K032480,K043282
K950849,K043282
K023735,K043284
K972699,K043284
K973249,K043284
K012194,K043286
K913067,K043287
K993357,K043287
K042855,K043288
K022574,K043288
K013416,K043288
K021036,K043288
K002489,K043288
K990144,K043288
K040237,K043288
K011002,K043288
K960023,K043289
K022000,K043292
K894131,K043292
K040587,K043293
K951689,K043297
K040004,K043298
K032233,K043299
K000393,K043302
K983700,K043303
K941654,K043304
K944654,K043304
K983704,K043305
K040382,K043307
K972312,K043307
K012751,K043308
K020208,K043311
K964630,K043311
K041312,K043312
K983017,K043314
K925699,K043315
K993054,K043315
K980099,K043315
K041888,K043316
K974468,K043317
K098254,K043317
K032229,K043317
K022888,K043317
K993684,K043317
K031756,K043318
K032205,K043319
K020453,K043319
K040081,K043319
K963249,K043319
K020839,K043319
K020941,K043319
K974384,K043320
K042025,K043321
K011508,K043321
K022959,K043322
K033323,K043323
K991452,K043323
K973131,K043324
K033239,K043326
K983702,K043327
K000714,K043328
K000592,K043328
K031279,K043328
K020453,K043329
K030426,K043329
K030883,K043329
K020839,K043329
K022266,K043329
K013623,K043329
K001625,K043330
K012370,K043332
K032748,K043333
K023003,K043333
K040305,K043333
K023760,K043333
K032366,K043334
K040766,K043336
K990987,K043337
K003227,K043337
K032534,K043338
K890902,K043339
K864912,K043339
K990291,K043339
K031712,K043339
K003659,K043339
K010983,K043339
K925098,K043339
K040500,K043339
K011522,K043339
K901456,K043339
K953194,K043339
K040848,K043340
K991242,K043340
K964630,K043340
K984006,K043340
K010667,K043342
K023615,K043342
K010985,K043342
K040255,K043342
K994390,K043342
K982414,K043342
K101098,K043342
K030592,K043342
K001066,K043343
K001255,K043343
K032733,K043348
K042268,K043349
K041888,K043349
K031757,K043349
K010042,K043350
K020995,K043350
K960265,K043350
K020411,K043351
K021225,K043352
K023060,K043353
K041530,K043353
K970763,K043354
K020085,K043355
K953689,K043356
K032291,K043357
K993054,K043358
K043398,K043358
K980099,K043358
K041156,K043359
K021966,K043360
K030223,K043360
K960968,K043361
K982470,K043361
K002892,K043363
K902149,K043363
K923065,K043363
K012988,K043363
K042026,K043366
K992556,K043366
K980431,K043366
K983162,K043366
K040581,K043368
K952474,K043370
K001020,K043370
K643370,K043370
K942189,K043371
K031810,K043371
K031998,K043373
K993583,K043375
K040320,K043376
K013623,K043377
K032205,K043377
K982082,K043377
K003621,K043380
K013717,K043380
K022960,K043381
K030420,K043381
K991841,K043381
K020759,K043382
K031935,K043382
K002465,K043382
K003341,K043384
K042476,K043384
K020845,K043386
K042476,K043386
K020692,K043386
K033633,K043387
K020321,K043389
K020322,K043389
K020323,K043389
K894500,K043392
K012708,K043392
K942379,K043392
K954651,K043393
K003452,K043393
K924163,K043393
K924109,K043393
K012708,K043393
K971253,K043395
K040786,K043398
K031652,K043398
K990713,K043401
K003183,K043402
K013034,K043402
K033942,K043402
K013639,K043402
K040135,K043402
K000944,K043402
K021402,K043402
K033596,K043403
K032476,K043405
K033517,K043405
K041939,K043405
K011037,K043405
K002652,K043406
K041584,K043406
K873689,K043406
K032945,K043406
K952683,K043407
K042434,K043408
K912630,K043409
K000080,K043410
K862157,K043410
K021932,K043410
K903810,K043410
K983592,K043411
K942346,K043412
K011694,K043412
K030203,K043414
K011652,K043414
K033400,K043415
K023557,K043415
K033778,K043418
K030956,K043418
K993650,K043418
K030438,K043418
K990715,K043418
K990775,K043418
K993690,K043418
K961904,K043418
K031163,K043419
K041531,K043422
K022762,K043422
K031277,K043422
K032615,K043422
K810338,K043423
K931403,K043425
K882383,K043425
K032693,K043427
K040807,K043428
K032555,K043430
K034002,K043431
K032244,K043431
K013618,K043434
K010139,K043434
K991168,K043435
K994267,K043436
K810127,K043436
K010131,K043436
K033694,K043439
K033807,K043439
K951987,K043440
K041106,K043440
K962137,K043440
K953274,K043440
K032406,K043442
K896450,K043442
K032601,K043442
K002389,K043442
K031377,K043442
K032992,K043443
K033041,K043443
K031798,K043443
K033658,K043443
K942072,K043444
K971281,K043446
K963320,K043446
K001256,K043451
K020878,K043451
K020353,K043452
K014116,K043452
K030949,K043452
K033367,K043452
K992631,K043453
K031552,K043455
K013627,K043455
K991543,K043456
K022869,K043456
K994374,K043456
K021363,K043457
K020322,K043458
K020323,K043458
K020321,K043458
K002400,K043459
K893534,K043459
K020924,K043461
K992209,K043461
K944866,K043461
K010463,K043463
K962127,K043463
K890033,K043463
K944760,K043463
K032979,K043463
K993979,K043463
K893877,K043463
K910770,K043463
K040067,K043465
K040337,K043466
K042405,K043466
K022029,K043467
K904380,K043467
K002904,K043468
K011447,K043469
K023327,K043472
K884166,K043472
K895901,K043472
K971869,K043472
K984201,K043472
K830955,K043472
K972276,K043472
K950299,K043472
K002858,K043473
K013823,K043473
K010362,K043474
K032552,K043474
K032908,K043475
K032646,K043476
K022516,K043476
K032907,K043477
K043206,K043479
K042268,K043479
K033109,K043479
K032064,K043479
K921559,K043482
K010271,K043483
K033826,K043484
K020374,K043486
K971950,K043486
K972514,K043486
K960971,K043486
K022181,K043486
K001241,K043487
K040962,K043488
K981676,K043488
K040583,K043488
K041777,K043488
K031655,K043488
K013517,K043489
K022415,K043490
K913258,K043490
K032885,K043490
K983983,K043491
K863956,K043491
K880773,K043491
K023525,K043491
K970158,K043495
K020899,K043495
K020399,K043495
K983242,K043496
K033812,K043497
K992011,K043498
K013610,K043500
K023140,K043500
K022029,K043500
K042488,K043500
K040965,K043500
K960082,K043500
K013619,K043500
K034019,K043502
K954782,K043503
K020045,K043505
K033280,K043505
K000855,K043509
K032426,K043509
K022696,K043511
K021513,K043512
K024194,K043512
K984261,K043512
K953768,K043513
K912213,K043513
K000704,K043515
K032945,K043518
K020107,K043521
K980196,K043523
K983187,K043523
K024236,K043524
K021513,K043543
K024194,K043543
K984261,K043543
K000313,K043525
K935233,K043527
K013171,K043528
K031643,K043528
K041372,K043530
K021797,K043530
K890897,K043533
K032298,K043534
K040771,K043534
K040777,K043534
K030455,K043535
K014191,K043535
K022303,K043535
K034003,K043535
K021760,K043536
K030055,K043537
K030047,K043537
K960984,K043537
K921301,K043537
K830313,K043537
K983003,K043538
K021591,K043538
K984374,K043539
K031774,K043540
K954524,K043540
K984240,K043541
K972510,K043541
K032659,K043542
K023188,K043542
K994153,K043542
K021368,K043544
K933902,K043544
K041352,K043547
K002757,K043547
K952970,K043547
K031804,K043547
K972401,K043547
K013665,K043548
K030657,K043549
K014213,K043549
K041772,K043551
K024243,K043553
K883346,K043553
K871011,K043553
K881088,K043553
K874706,K043553
K024236,K043554
K023048,K043556
K882436,K043557
K003538,K043558
K020353,K043559
K011224,K043559
K030949,K043559
K033367,K043559
K040593,K043560
K040422,K043561
K041556,K043561
K992985,K043562
K990490,K043563
K940415,K043564
K032997,K043564
K991775,K043564
K031299,K043564
K031511,K043565
K041452,K043566
K040483,K043568
K033242,K043570
K033363,K043570
K033769,K043570
K913424,K043571
K980582,K043572
K960267,K043573
K840743,K043574
K882428,K043574
K013623,K043575
K030426,K043575
K030883,K043575
K031805,K043575
K042259,K043576
K001668,K043578
K031585,K043578
K930483,K043581
K040277,K043584
K040729,K043586
K032231,K043586
K023512,K043588
K012887,K043588
K030459,K043590
K922608,K043592
K925860,K043592
K012539,K043594
K945457,K043594
K931337,K043594
K963115,K043594
K954108,K043594
K010283,K043596
K040339,K043596
K021343,K043596
K040061,K043600
K002931,K043602
K040483,K043602
K643602,K043602
K032834,K043607
K012323,K043607
K992385,K043612
K001439,K043612
K973642,K043612
K992824,K043613
K981260,K043614
K020324,K043615
K022574,K050005
K013416,K050005
K021036,K050005
K002489,K050005
K990144,K050005
K011002,K050005
K043153,K050005
K040237,K050005
K913875,K050006
K003873,K050008
K003874,K050008
K022697,K050010
K853990,K050014
K951485,K050014
K042376,K050015
K020798,K050016
K993555,K050018
K020017,K050022
K030135,K050023
K010532,K050025
K994337,K050025
K021336,K050025
K011531,K050025
K990131,K050025
K040264,K050026
K041812,K050026
K931783,K050027
K042032,K050028
K864491,K050028
K864490,K050028
K030477,K050029
K973260,K050030
K963096,K050030
K000051,K050030
K002896,K050030
K001519,K050030
K010447,K050030
K022692,K050033
K020929,K050033
K040060,K050034
K001400,K050034
K033196,K050034
K984401,K050035
K041264,K050035
K841112,K050036
K935230,K050037
K970666,K050037
K012999,K050037
K981590,K050037
K002286,K050038
K003495,K050038
K032869,K050038
K013763,K050042
K896723,K050044
K926510,K050046
K921668,K050046
K923914,K050046
K872976,K050046
K970426,K050046
K032460,K050047
K033549,K050047
K020941,K050047
K040081,K050047
K983861,K050049
K020313,K050050
K992006,K050051
K990334,K050051
K981858,K050052
K023366,K050055
K973896,K050055
K993410,K050055
K001930,K050056
K002690,K050056
K781969,K050057
K885028,K050057
K955334,K050057
K030606,K050057
K930119,K050057
K840794,K050057
K041888,K050058
K022793,K050058
K032064,K050058
K003155,K050058
K003836,K050058
K983622,K050058
K990148,K050058
K041592,K050058
K981676,K050060
K984273,K050065
K943487,K050065
K010636,K050065
K003826,K050065
K033701,K050065
K963487,K050065
K992446,K050065
K023820,K050066
K032173,K050067
K042346,K050068
K023954,K050069
K042165,K050069
K040729,K050070
K031613,K050070
K031612,K050070
K041819,K050072
K971336,K050074
K031422,K050074
K032766,K050075
K032788,K050076
K041862,K050079
K850631,K050082
K010202,K050084
K982489,K050084
K963577,K050084
K980430,K050084
K021869,K050084
K991399,K050084
K870028,K050084
K030903,K050085
K040319,K050087
K030357,K050088
K872048,K050088
K018303,K050088
K041180,K050088
K992305,K050088
K020321,K050089
K020322,K050089
K020323,K050089
K031597,K050092
K904182,K050092
K032577,K050093
K904789,K050093
K992637,K050093
K910307,K050093
K993757,K050093
K001359,K050093
K011000,K050093
K990809,K050097
K991497,K050098
K002239,K050099
K021484,K050100
K940971,K050100
K032929,K050103
K030153,K050105
K002403,K050106
K951254,K050106
K973760,K050109
K973011,K050109
K980786,K050111
K000388,K050112
K040434,K050113
K943997,K050113
K864038,K050114
K030571,K050114
K854773,K050114
K881321,K050115
K882302,K050115
K031163,K050116
K040545,K050116
K013665,K050117
K983641,K050118
K802592,K050119
K823884,K050119
K040893,K050120
K042598,K050121
K032477,K050126
K041741,K050128
K012171,K050128
K000276,K050128
K001972,K050128
K032301,K050129
K032378,K050129
K032310,K050129
K042134,K050129
K041291,K050130
K032763,K050130
K041123,K050130
K040869,K050130
K040036,K050131
K992734,K050131
K031594,K050131
K964626,K050132
K002964,K050132
K020991,K050132
K030836,K050133
K022063,K050134
